CustomerID,FirstName,LastName,Email,Phone,City,State,Region,BirthYear,Gender,JoinDate,CustomerSegment,LoyaltyTier,ShoppingProfile,IsActive
14,Nicole,Brown,nicole.brown.14@outlook.com,(752) 335-8744,Atlanta,GA,South,1962,Female,2024-05-02,Small Business,Bronze,Regular,Yes
15,Margaret,Gonzalez,margaret.gonzalez.15@gmail.com,(262) 612-6559,Hartford,CT,Northeast,1988,Female,2023-04-21,Consumer,Bronze,Regular,Yes
16,Susan,Gonzalez,susan.gonzalez.16@icloud.com,(763) 300-1828,Nashville,TN,South,2000,Female,2024-05-26,Consumer,Bronze,Frequent,Yes
17,James,Garcia,james.garcia.17@gmail.com,(368) 588-1035,Seattle,WA,West,2000,Male,2024-03-13,Consumer,Bronze,Regular,No
18,Christina,Robinson,christina.robinson.18@gmail.com,(965) 521-1936,Richmond,VA,South,1982,Female,2023-04-30,Consumer,Bronze,Regular,Yes
19,Abigail,King,abigail.king.19@icloud.com,(322) 783-5033,New York,NY,Northeast,1988,Female,2023-05-20,Small Business,Bronze,Frequent,Yes
20,Jennifer,Clark,jennifer.clark.20@outlook.com,(887) 860-5915,Milwaukee,WI,Midwest,1960,Female,2024-10-05,Small Business,Bronze,Occasional,Yes
21,Nathan,Jones,nathan.jones.21@gmail.com,(450) 578-5669,New York,NY,Northeast,1953,Male,2024-06-27,Consumer,Bronze,Frequent,Yes
22,Edward,Martin,edward.martin.22@yahoo.com,(318) 309-3546,Chicago,IL,Midwest,2005,Male,2023-08-01,Consumer,Bronze,Frequent,Yes
23,Edward,Perez,edward.perez.23@yahoo.com,(245) 203-6464,Houston,TX,South,1950,Male,2023-04-15,Consumer,Bronze,Regular,Yes
24,Thomas,Hernandez,thomas.hernandez.24@yahoo.com,(796) 765-3426,Minneapolis,MN,Midwest,1979,Male,2023-11-02,Consumer,Bronze,Occasional,Yes
25,Nancy,Williams,nancy.williams.25@icloud.com,(835) 967-3532,Seattle,WA,West,1994,Female,2024-12-25,Consumer,Silver,Regular,No
26,Barbara,Lopez,barbara.lopez.26@outlook.com,(473) 363-2771,Los Angeles,CA,West,1996,Female,2025-04-23,Consumer,Gold,Regular,Yes
27,Emily,Anderson,emily.anderson.27@outlook.com,(608) 536-5564,Richmond,VA,South,1959,Female,2024-04-11,Consumer,Silver,Occasional,Yes
28,Thomas,Thompson,thomas.thompson.28@yahoo.com,(382) 794-5349,Minneapolis,MN,Midwest,2005,Male,2024-11-09,Consumer,Silver,Occasional,Yes
29,Matthew,Lee,matthew.lee.29@gmail.com,(732) 751-4228,Charlotte,NC,South,1947,Male,2024-06-05,Consumer,Bronze,Regular,Yes
30,Rachel,Perez,rachel.perez.30@icloud.com,(913) 502-3085,Detroit,MI,Midwest,1987,Female,2024-09-25,Consumer,Bronze,Regular,Yes
31,Anthony,Lopez,anthony.lopez.31@protonmail.com,(821) 870-6279,Indianapolis,IN,Midwest,1963,Male,2024-09-14,Consumer,Silver,Occasional,Yes
32,Susan,Allen,susan.allen.32@outlook.com,(888) 517-4680,Nashville,TN,South,1984,Female,2026-07-20,Consumer,Bronze,Occasional,Yes
33,Patricia,Thomas,patricia.thomas.33@icloud.com,(706) 609-4997,San Diego,CA,West,1957,Female,2026-03-24,Consumer,Gold,Regular,Yes
34,Brandon,Miller,brandon.miller.34@outlook.com,(324) 667-3184,Seattle,WA,West,1974,Male,2025-11-26,Consumer,Gold,Occasional,Yes
35,Kevin,Hill,kevin.hill.35@protonmail.com,(656) 362-8777,Richmond,VA,South,1972,Male,2025-10-30,Consumer,Silver,Frequent,Yes
36,Jacob,Moore,jacob.moore.36@yahoo.com,(543) 527-9849,Las Vegas,NV,West,1990,Male,2023-06-08,Consumer,Bronze,Occasional,Yes
37,Betty,Martinez,betty.martinez.37@icloud.com,(598) 988-1320,Detroit,MI,Midwest,1971,Female,2025-08-12,Consumer,Bronze,Occasional,Yes
38,Anthony,Walker,anthony.walker.38@protonmail.com,(817) 425-8999,Providence,RI,Northeast,1979,Male,2025-05-08,Consumer,Bronze,Regular,Yes
39,Mary,Harris,mary.harris.39@icloud.com,(806) 777-1444,Orlando,FL,South,1984,Female,2023-09-19,Small Business,Silver,Regular,Yes
40,Emma,Robinson,emma.robinson.40@icloud.com,(484) 970-7906,Houston,TX,South,1966,Female,2024-10-31,Consumer,Bronze,Frequent,Yes
41,Mary,Wright,mary.wright.41@outlook.com,(404) 220-3496,Providence,RI,Northeast,1993,Female,2023-03-24,Consumer,Bronze,Occasional,Yes
42,Linda,Torres,linda.torres.42@gmail.com,(996) 367-6096,Las Vegas,NV,West,1983,Female,2023-12-10,Consumer,Silver,Regular,Yes
43,Karen,Torres,karen.torres.43@outlook.com,(304) 913-5941,Minneapolis,MN,Midwest,1982,Female,2023-06-05,Consumer,Silver,Regular,No
44,Michael,Torres,michael.torres.44@gmail.com,(630) 701-2729,Denver,CO,West,1977,Male,2023-05-22,Consumer,Silver,Regular,Yes
45,Sophia,Robinson,sophia.robinson.45@protonmail.com,(993) 695-8616,Minneapolis,MN,Midwest,1984,Female,2024-07-07,Consumer,Bronze,Frequent,Yes
46,Thomas,Lee,thomas.lee.46@icloud.com,(544) 229-9098,San Diego,CA,West,1981,Male,2025-08-09,Consumer,Bronze,Regular,Yes
47,Susan,Thompson,susan.thompson.47@outlook.com,(287) 447-7658,Denver,CO,West,1980,Female,2024-07-19,Consumer,Bronze,Occasional,Yes
48,Edward,Walker,edward.walker.48@outlook.com,(513) 879-7046,St. Louis,MO,Midwest,1959,Male,2024-08-25,Consumer,Bronze,Regular,Yes
49,Mark,Scott,mark.scott.49@gmail.com,(960) 748-4033,Richmond,VA,South,1991,Male,2023-09-05,Consumer,Bronze,Occasional,Yes
50,Thomas,Nguyen,thomas.nguyen.50@yahoo.com,(214) 925-9751,Portland,OR,West,1959,Male,2024-08-29,Enterprise,Silver,Regular,Yes
51,Patricia,Scott,patricia.scott.51@yahoo.com,(680) 690-8216,Nashville,TN,South,2000,Female,2023-07-30,Consumer,Silver,Occasional,Yes
52,Thomas,Walker,thomas.walker.52@outlook.com,(776) 511-2395,New York,NY,Northeast,1988,Male,2026-07-13,Consumer,Bronze,Occasional,No
53,Rebecca,Clark,rebecca.clark.53@icloud.com,(512) 782-1986,Cleveland,OH,Midwest,1964,Female,2025-06-25,Small Business,Bronze,Frequent,Yes
54,Jason,Wilson,jason.wilson.54@gmail.com,(618) 661-8699,Indianapolis,IN,Midwest,1980,Male,2023-12-22,Consumer,Bronze,Occasional,Yes
55,Nicole,Jackson,nicole.jackson.55@protonmail.com,(877) 402-7965,St. Louis,MO,Midwest,1995,Female,2024-06-25,Consumer,Bronze,Frequent,Yes
56,Elizabeth,Moore,elizabeth.moore.56@yahoo.com,(649) 327-8679,San Diego,CA,West,1992,Female,2026-05-03,Consumer,Silver,Frequent,Yes
57,Thomas,Allen,thomas.allen.57@yahoo.com,(226) 293-4750,Richmond,VA,South,1992,Male,2025-06-03,Consumer,Bronze,Occasional,No
58,Brian,Nguyen,brian.nguyen.58@icloud.com,(484) 385-8141,Portland,OR,West,1975,Male,2023-12-25,Consumer,Silver,Regular,Yes
59,John,Walker,john.walker.59@icloud.com,(495) 878-7561,Miami,FL,South,1966,Male,2023-11-26,Consumer,Bronze,Regular,Yes
60,Donald,Garcia,donald.garcia.60@protonmail.com,(673) 623-1888,Miami,FL,South,1997,Male,2025-11-19,Consumer,Silver,VIP,Yes
61,Rebecca,Young,rebecca.young.61@icloud.com,(324) 229-4920,Chicago,IL,Midwest,1973,Female,2024-08-12,Consumer,Bronze,Frequent,Yes
62,Mary,Scott,mary.scott.62@outlook.com,(710) 933-5781,Dallas,TX,South,2005,Female,2025-08-03,Enterprise,Gold,Occasional,Yes
63,Olivia,Walker,olivia.walker.63@outlook.com,(271) 482-7798,Seattle,WA,West,2003,Female,2024-01-26,Consumer,Bronze,Regular,Yes
64,Thomas,Smith,thomas.smith.64@protonmail.com,(695) 553-6446,Houston,TX,South,2000,Male,2025-09-29,Small Business,Bronze,Occasional,Yes
65,Donald,Lee,donald.lee.65@icloud.com,(922) 590-7325,Seattle,WA,West,1947,Male,2025-04-21,Consumer,Bronze,Occasional,No
66,Charles,Martinez,charles.martinez.66@icloud.com,(302) 738-8486,Atlanta,GA,South,2000,Male,2024-11-10,Consumer,Gold,Occasional,Yes
67,Emma,Martinez,emma.martinez.67@protonmail.com,(589) 524-8994,Pittsburgh,PA,Northeast,1999,Female,2023-06-14,Consumer,Silver,Occasional,No
68,Jennifer,Thomas,jennifer.thomas.68@gmail.com,(654) 370-5906,Indianapolis,IN,Midwest,1951,Female,2025-06-07,Enterprise,Silver,Frequent,Yes
69,Christina,Brown,christina.brown.69@outlook.com,(374) 379-2293,Miami,FL,South,1981,Female,2025-04-23,Consumer,Bronze,Regular,Yes
70,Rachel,Thomas,rachel.thomas.70@icloud.com,(494) 893-9955,Nashville,TN,South,1961,Female,2025-07-30,Consumer,Silver,Regular,Yes
71,Nancy,Nguyen,nancy.nguyen.71@icloud.com,(309) 442-7248,Orlando,FL,South,1957,Female,2024-09-10,Consumer,Bronze,VIP,Yes
72,Edward,Jackson,edward.jackson.72@icloud.com,(493) 994-4770,Hartford,CT,Northeast,2003,Male,2023-04-11,Consumer,Bronze,Regular,Yes
73,Lauren,Gonzalez,lauren.gonzalez.73@gmail.com,(793) 573-3153,Columbus,OH,Midwest,1964,Female,2023-03-22,Consumer,Gold,Frequent,Yes
74,Megan,Clark,megan.clark.74@yahoo.com,(368) 463-8894,Philadelphia,PA,Northeast,1978,Female,2025-01-19,Small Business,Gold,Regular,No
75,Emma,Perez,emma.perez.75@icloud.com,(770) 574-2479,Las Vegas,NV,West,2000,Female,2024-04-07,Enterprise,Bronze,Regular,Yes
76,Amanda,Davis,amanda.davis.76@icloud.com,(225) 834-6374,Houston,TX,South,1951,Female,2025-01-30,Consumer,Silver,Regular,No
77,Jennifer,Robinson,jennifer.robinson.77@icloud.com,(318) 299-4846,Portland,OR,West,2005,Female,2023-04-03,Consumer,Bronze,Occasional,No
78,Sandra,White,sandra.white.78@icloud.com,(830) 617-5583,Minneapolis,MN,Midwest,1986,Female,2025-04-29,Consumer,Silver,Occasional,Yes
79,Sandra,Lewis,sandra.lewis.79@yahoo.com,(262) 607-5520,Denver,CO,West,2002,Female,2026-01-20,Consumer,Silver,VIP,Yes
80,Emma,Robinson,emma.robinson.80@outlook.com,(328) 778-4362,Buffalo,NY,Northeast,1948,Female,2023-02-13,Consumer,Bronze,Frequent,Yes
81,Richard,Nguyen,richard.nguyen.81@outlook.com,(333) 753-5106,Dallas,TX,South,1945,Male,2026-05-05,Consumer,Bronze,Occasional,Yes
82,Emma,Johnson,emma.johnson.82@gmail.com,(329) 959-7897,Providence,RI,Northeast,1946,Female,2024-10-25,Small Business,Bronze,Occasional,Yes
83,Andrew,Lewis,andrew.lewis.83@protonmail.com,(508) 669-1510,San Diego,CA,West,1947,Male,2026-06-13,Consumer,Bronze,Regular,Yes
84,Betty,Ramirez,betty.ramirez.84@gmail.com,(329) 481-9984,St. Louis,MO,Midwest,1965,Female,2023-06-15,Consumer,Bronze,Regular,Yes
85,Stephanie,King,stephanie.king.85@icloud.com,(662) 433-7779,Orlando,FL,South,1991,Female,2026-02-03,Consumer,Silver,Frequent,Yes
86,Margaret,Miller,margaret.miller.86@gmail.com,(293) 287-2527,Miami,FL,South,1988,Female,2023-11-09,Consumer,Bronze,Frequent,Yes
87,Matthew,Rodriguez,matthew.rodriguez.87@gmail.com,(494) 814-6119,Milwaukee,WI,Midwest,2000,Male,2025-05-16,Consumer,Bronze,Frequent,Yes
88,Richard,Martinez,richard.martinez.88@yahoo.com,(787) 431-8030,Cleveland,OH,Midwest,1968,Male,2026-02-13,Small Business,Bronze,Occasional,Yes
89,Nicole,Flores,nicole.flores.89@yahoo.com,(547) 559-1100,Chicago,IL,Midwest,1946,Nonbinary,2024-07-01,Consumer,Silver,Occasional,Yes
90,Rachel,Sanchez,rachel.sanchez.90@outlook.com,(578) 519-6314,Boston,MA,Northeast,1971,Female,2025-02-09,Consumer,Bronze,Regular,Yes
91,John,Brown,john.brown.91@icloud.com,(479) 420-9394,Boston,MA,Northeast,1976,Male,2025-05-18,Consumer,Bronze,Regular,Yes
92,Karen,Nguyen,karen.nguyen.92@yahoo.com,(416) 985-3248,Houston,TX,South,1948,Female,2026-05-12,Consumer,Bronze,Occasional,Yes
93,Linda,Smith,linda.smith.93@yahoo.com,(273) 606-1693,Orlando,FL,South,1977,Female,2024-04-16,Consumer,Bronze,Regular,Yes
94,Jennifer,Lee,jennifer.lee.94@yahoo.com,(375) 832-8538,Minneapolis,MN,Midwest,1970,Female,2023-08-24,Consumer,Bronze,Occasional,Yes
95,John,Ramirez,john.ramirez.95@yahoo.com,(426) 541-3754,Seattle,WA,West,1970,Male,2023-06-11,Consumer,Bronze,Frequent,Yes
96,Joshua,Allen,joshua.allen.96@yahoo.com,(402) 377-3504,Miami,FL,South,1960,Male,2023-10-30,Consumer,Gold,Occasional,Yes
97,William,Young,william.young.97@yahoo.com,(354) 650-2118,Richmond,VA,South,1984,Male,2026-07-25,Consumer,Gold,Occasional,Yes
98,Ryan,Moore,ryan.moore.98@yahoo.com,(278) 860-2479,Milwaukee,WI,Midwest,1947,Male,2025-07-14,Consumer,Bronze,Occasional,Yes
99,Donald,Nguyen,donald.nguyen.99@protonmail.com,(354) 263-8381,Chicago,IL,Midwest,1965,Male,2024-01-21,Consumer,Silver,Regular,Yes
100,Daniel,Garcia,daniel.garcia.100@outlook.com,(572) 581-5634,Nashville,TN,South,1978,Male,2025-06-18,Consumer,Silver,Regular,Yes
101,Steven,Hill,steven.hill.101@protonmail.com,(353) 541-2335,Providence,RI,Northeast,1963,Male,2025-03-02,Consumer,Bronze,Occasional,Yes
102,Nancy,Martin,nancy.martin.102@yahoo.com,(330) 886-9624,Phoenix,AZ,West,1964,Female,2023-06-23,Consumer,Silver,Regular,Yes
103,Joshua,White,joshua.white.103@outlook.com,(358) 279-5846,Pittsburgh,PA,Northeast,1957,Male,2025-09-22,Consumer,Bronze,Occasional,Yes
104,Rebecca,Wright,rebecca.wright.104@outlook.com,(366) 385-3712,Los Angeles,CA,West,1953,Female,2026-06-19,Consumer,Gold,Regular,Yes
105,Nancy,Thomas,nancy.thomas.105@icloud.com,(398) 576-8218,Portland,OR,West,1979,Female,2024-04-24,Small Business,Silver,Occasional,Yes
106,Betty,Allen,betty.allen.106@icloud.com,(580) 767-2680,Nashville,TN,South,2000,Female,2023-10-11,Small Business,Silver,Occasional,Yes
107,Michael,Jackson,michael.jackson.107@outlook.com,(661) 557-1436,Philadelphia,PA,Northeast,1998,Male,2023-10-29,Consumer,Gold,Regular,Yes
108,Nancy,Thomas,nancy.thomas.108@yahoo.com,(349) 340-1627,Charlotte,NC,South,1998,Female,2023-07-22,Consumer,Bronze,Regular,Yes
109,Edward,Rodriguez,edward.rodriguez.109@outlook.com,(761) 944-9647,St. Louis,MO,Midwest,1946,Male,2023-06-12,Consumer,Bronze,Occasional,Yes
110,Joseph,Martin,joseph.martin.110@icloud.com,(811) 748-1269,Buffalo,NY,Northeast,1949,Male,2025-07-25,Consumer,Silver,Occasional,Yes
111,Edward,Martinez,edward.martinez.111@gmail.com,(736) 569-2108,Atlanta,GA,South,1956,Male,2025-05-03,Consumer,Bronze,Regular,No
112,Ryan,Allen,ryan.allen.112@gmail.com,(565) 269-6649,Minneapolis,MN,Midwest,1968,Male,2025-03-03,Small Business,Bronze,Occasional,Yes
113,Michael,Nguyen,michael.nguyen.113@icloud.com,(912) 690-3986,Milwaukee,WI,Midwest,1997,Male,2024-11-24,Consumer,Bronze,Regular,Yes
114,Rebecca,Robinson,rebecca.robinson.114@protonmail.com,(607) 756-8756,Buffalo,NY,Northeast,1965,Female,2023-03-27,Consumer,Bronze,Frequent,Yes
115,Richard,Jackson,richard.jackson.115@icloud.com,(961) 650-7334,Atlanta,GA,South,1996,Male,2023-09-12,Small Business,Bronze,Regular,Yes
116,Nicole,Young,nicole.young.116@outlook.com,(758) 500-6262,Houston,TX,South,1972,Female,2023-06-11,Small Business,Silver,Regular,Yes
117,Karen,Martin,karen.martin.117@yahoo.com,(829) 645-5498,Orlando,FL,South,1947,Female,2025-07-04,Consumer,Bronze,Regular,Yes
118,Robert,Jones,robert.jones.118@protonmail.com,(894) 648-1570,Minneapolis,MN,Midwest,2005,Male,2023-11-24,Consumer,Silver,Occasional,Yes
119,Lauren,White,lauren.white.119@gmail.com,(787) 340-9674,Atlanta,GA,South,1968,Female,2025-01-29,Consumer,Silver,Regular,Yes
120,Sarah,Thomas,sarah.thomas.120@yahoo.com,(993) 466-8311,Los Angeles,CA,West,2003,Female,2025-03-03,Small Business,Bronze,Regular,Yes
121,Edward,Young,edward.young.121@yahoo.com,(883) 555-2063,Nashville,TN,South,1950,Male,2025-06-30,Small Business,Bronze,Frequent,Yes
122,Karen,Hernandez,karen.hernandez.122@outlook.com,(705) 226-6912,Columbus,OH,Midwest,1957,Female,2023-09-06,Small Business,Bronze,Frequent,Yes
123,Christina,Scott,christina.scott.123@icloud.com,(788) 275-3053,New York,NY,Northeast,1978,Female,2025-09-07,Consumer,Bronze,Regular,No
124,Donald,Robinson,donald.robinson.124@outlook.com,(643) 714-1907,Milwaukee,WI,Midwest,1985,Male,2026-02-03,Consumer,Silver,Regular,Yes
125,Christopher,Hernandez,christopher.hernandez.125@outlook.com,(850) 764-5496,Buffalo,NY,Northeast,1999,Male,2024-08-04,Consumer,Gold,Occasional,Yes
126,Amanda,Garcia,amanda.garcia.126@protonmail.com,(545) 777-1674,Nashville,TN,South,1987,Female,2023-12-17,Consumer,Bronze,Regular,Yes
127,Patricia,Torres,patricia.torres.127@protonmail.com,(496) 857-5949,Dallas,TX,South,1946,Female,2026-08-01,Small Business,Bronze,Regular,Yes
128,Steven,Sanchez,steven.sanchez.128@yahoo.com,(821) 347-6121,Charlotte,NC,South,1975,Male,2025-05-01,Consumer,Bronze,Regular,Yes
129,Emma,Thompson,emma.thompson.129@gmail.com,(473) 660-5061,San Francisco,CA,West,1965,Female,2023-08-06,Small Business,Bronze,Occasional,Yes
130,Betty,Flores,betty.flores.130@icloud.com,(727) 678-9171,Nashville,TN,South,1957,Female,2024-10-02,Small Business,Gold,Frequent,Yes
131,John,Sanchez,john.sanchez.131@icloud.com,(492) 749-1133,Dallas,TX,South,1963,Male,2023-04-14,Consumer,Bronze,Regular,No
132,Sophia,Taylor,sophia.taylor.132@protonmail.com,(495) 275-7329,Minneapolis,MN,Midwest,1980,Female,2026-03-13,Consumer,Bronze,Occasional,Yes
133,Thomas,Flores,thomas.flores.133@protonmail.com,(574) 973-3363,Detroit,MI,Midwest,1995,Male,2025-02-03,Consumer,Bronze,VIP,Yes
134,Joshua,Williams,joshua.williams.134@protonmail.com,(343) 535-6218,Philadelphia,PA,Northeast,1974,Male,2025-11-29,Consumer,Silver,Occasional,Yes
135,Amanda,Martin,amanda.martin.135@gmail.com,(626) 797-6040,St. Louis,MO,Midwest,1968,Prefer not to say,2023-02-04,Consumer,Bronze,Occasional,Yes
136,Edward,Johnson,edward.johnson.136@gmail.com,(797) 691-3793,Indianapolis,IN,Midwest,1981,Male,2026-03-30,Enterprise,Silver,Occasional,Yes
137,Jason,Harris,jason.harris.137@yahoo.com,(628) 355-7765,Buffalo,NY,Northeast,1957,Male,2023-08-14,Consumer,Gold,Occasional,Yes
138,Rebecca,Flores,rebecca.flores.138@icloud.com,(738) 585-6140,Los Angeles,CA,West,1965,Female,2026-02-22,Consumer,Bronze,VIP,No
139,Amanda,Perez,amanda.perez.139@outlook.com,(504) 989-5735,Houston,TX,South,1962,Female,2024-05-19,Consumer,Bronze,Regular,Yes
140,Andrew,Lee,andrew.lee.140@icloud.com,(553) 991-3399,Houston,TX,South,1969,Male,2026-01-17,Consumer,Bronze,Frequent,Yes
141,Nicole,Garcia,nicole.garcia.141@yahoo.com,(775) 912-5450,Richmond,VA,South,1957,Female,2024-03-14,Consumer,Silver,Frequent,Yes
142,Brian,Thomas,brian.thomas.142@gmail.com,(897) 989-3252,Dallas,TX,South,1966,Male,2025-04-26,Consumer,Bronze,Regular,Yes
143,Nathan,Hernandez,nathan.hernandez.143@gmail.com,(987) 291-4804,Richmond,VA,South,1965,Male,2024-08-11,Consumer,Bronze,Occasional,Yes
144,Nathan,Williams,nathan.williams.144@icloud.com,(390) 966-5742,San Francisco,CA,West,1998,Male,2023-03-16,Consumer,Silver,Regular,No
145,Melissa,Hill,melissa.hill.145@outlook.com,(716) 679-5470,Providence,RI,Northeast,1978,Female,2026-01-17,Consumer,Platinum,Regular,Yes
146,Barbara,Robinson,barbara.robinson.146@outlook.com,(379) 825-7643,Columbus,OH,Midwest,1981,Female,2024-08-27,Consumer,Bronze,Regular,Yes
147,John,Sanchez,john.sanchez.147@outlook.com,(657) 971-5374,Columbus,OH,Midwest,1945,Male,2024-05-23,Enterprise,Bronze,Occasional,No
148,Megan,Torres,megan.torres.148@icloud.com,(902) 714-6095,Providence,RI,Northeast,1974,Female,2023-08-31,Consumer,Bronze,Occasional,Yes
149,Christopher,White,christopher.white.149@yahoo.com,(625) 918-9998,Cleveland,OH,Midwest,1992,Male,2025-07-20,Enterprise,Bronze,VIP,No
150,Ryan,Wilson,ryan.wilson.150@gmail.com,(263) 760-9281,San Diego,CA,West,1949,Male,2025-01-10,Consumer,Bronze,Frequent,Yes
151,William,Lee,william.lee.151@protonmail.com,(656) 256-8429,Las Vegas,NV,West,1976,Male,2026-04-09,Consumer,Bronze,Occasional,Yes
152,Melissa,Brown,melissa.brown.152@gmail.com,(246) 633-6644,Indianapolis,IN,Midwest,1992,Female,2023-01-07,Small Business,Bronze,Occasional,Yes
153,Robert,Jones,robert.jones.153@icloud.com,(583) 591-8348,Las Vegas,NV,West,1994,Male,2023-10-05,Consumer,Bronze,Regular,No
154,Anthony,Garcia,anthony.garcia.154@outlook.com,(945) 428-1056,Columbus,OH,Midwest,1979,Male,2024-01-01,Consumer,Bronze,Regular,Yes
155,Nathan,Wright,nathan.wright.155@gmail.com,(232) 876-7868,Orlando,FL,South,1954,Nonbinary,2024-12-09,Small Business,Bronze,Occasional,Yes
156,Brandon,Johnson,brandon.johnson.156@gmail.com,(450) 958-1724,Charlotte,NC,South,1988,Male,2026-05-09,Consumer,Bronze,Regular,Yes
157,Susan,Brown,susan.brown.157@yahoo.com,(442) 509-3347,Pittsburgh,PA,Northeast,1965,Female,2026-03-25,Consumer,Gold,Regular,No
158,Mark,Martin,mark.martin.158@icloud.com,(737) 526-7821,Nashville,TN,South,1948,Male,2025-10-12,Consumer,Bronze,VIP,Yes
159,Barbara,Wright,barbara.wright.159@icloud.com,(626) 770-9683,Dallas,TX,South,2003,Female,2025-08-06,Consumer,Silver,Occasional,Yes
160,Susan,Perez,susan.perez.160@protonmail.com,(817) 240-2192,St. Louis,MO,Midwest,1948,Female,2024-01-26,Small Business,Bronze,Occasional,Yes
161,Paul,Scott,paul.scott.161@gmail.com,(964) 972-8846,Dallas,TX,South,1958,Male,2023-02-01,Small Business,Bronze,Frequent,No
162,Edward,Wilson,edward.wilson.162@yahoo.com,(515) 467-6892,Dallas,TX,South,1974,Male,2025-02-18,Consumer,Silver,Regular,Yes
163,Michael,Walker,michael.walker.163@outlook.com,(959) 349-1265,Denver,CO,West,1947,Male,2025-04-27,Small Business,Bronze,Regular,Yes
164,Brian,Clark,brian.clark.164@yahoo.com,(463) 981-9005,Dallas,TX,South,1976,Male,2024-05-18,Consumer,Bronze,Regular,No
165,Andrew,Robinson,andrew.robinson.165@protonmail.com,(857) 260-9584,Providence,RI,Northeast,1956,Male,2025-09-27,Consumer,Silver,Frequent,Yes
166,Jacob,Brown,jacob.brown.166@outlook.com,(717) 666-7114,Phoenix,AZ,West,1990,Male,2023-05-20,Consumer,Silver,Occasional,Yes
167,Nathan,Flores,nathan.flores.167@yahoo.com,(748) 493-1280,Las Vegas,NV,West,1945,Male,2025-04-22,Consumer,Bronze,Occasional,Yes
168,Mark,Lopez,mark.lopez.168@yahoo.com,(473) 606-2294,New York,NY,Northeast,1978,Male,2026-06-23,Consumer,Bronze,Occasional,Yes
169,Melissa,Thomas,melissa.thomas.169@gmail.com,(295) 615-7213,Seattle,WA,West,1986,Female,2023-06-15,Consumer,Silver,VIP,Yes
170,Lauren,Smith,lauren.smith.170@gmail.com,(740) 243-4764,Detroit,MI,Midwest,1981,Female,2024-11-09,Consumer,Bronze,VIP,Yes
171,Brandon,Torres,brandon.torres.171@gmail.com,(383) 522-1256,Atlanta,GA,South,2002,Male,2024-07-28,Small Business,Silver,Regular,No
172,Jason,Sanchez,jason.sanchez.172@yahoo.com,(593) 973-3292,Portland,OR,West,1988,Male,2025-03-07,Consumer,Bronze,Frequent,Yes
173,John,Allen,john.allen.173@protonmail.com,(809) 606-6347,Milwaukee,WI,Midwest,1966,Male,2023-06-05,Consumer,Bronze,Regular,Yes
174,Sandra,Young,sandra.young.174@yahoo.com,(452) 930-2204,Orlando,FL,South,1950,Female,2025-02-17,Consumer,Silver,Frequent,Yes
175,Nicole,Martinez,nicole.martinez.175@yahoo.com,(304) 335-2430,Milwaukee,WI,Midwest,1973,Female,2024-09-23,Consumer,Bronze,Regular,Yes
176,Amanda,Allen,amanda.allen.176@icloud.com,(212) 498-7779,Atlanta,GA,South,1983,Female,2026-05-07,Consumer,Bronze,Frequent,Yes
177,Sophia,Scott,sophia.scott.177@yahoo.com,(474) 704-3390,Seattle,WA,West,1955,Female,2025-02-18,Consumer,Bronze,Occasional,Yes
